"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2011","General health - All","Both sexes","Meath","All ages","Number","184135"
"Population","2011","General health - All","Both sexes","Meath","0 - 4 years","Number","17502"
"Population","2011","General health - All","Both sexes","Meath","5 - 9 years","Number","15495"
"Population","2011","General health - All","Both sexes","Meath","10 - 14 years","Number","13469"
"Population","2011","General health - All","Both sexes","Meath","15 - 19 years","Number","11064"
"Population","2011","General health - All","Both sexes","Meath","20 - 24 years","Number","9908"
"Population","2011","General health - All","Both sexes","Meath","25 - 29 years","Number","13041"
"Population","2011","General health - All","Both sexes","Meath","30 - 34 years","Number","16235"
"Population","2011","General health - All","Both sexes","Meath","35 - 39 years","Number","16791"
"Population","2011","General health - All","Both sexes","Meath","40 - 44 years","Number","14856"
"Population","2011","General health - All","Both sexes","Meath","45 - 49 years","Number","12641"
"Population","2011","General health - All","Both sexes","Meath","50 - 54 years","Number","10320"
"Population","2011","General health - All","Both sexes","Meath","55 - 59 years","Number","8879"
"Population","2011","General health - All","Both sexes","Meath","60 - 64 years","Number","7612"
"Population","2011","General health - All","Both sexes","Meath","65 - 69 years","Number","5914"
"Population","2011","General health - All","Both sexes","Meath","70 - 74 years","Number","3962"
"Population","2011","General health - All","Both sexes","Meath","75 - 79 years","Number","2915"
"Population","2011","General health - All","Both sexes","Meath","80 - 84 years","Number","1931"
"Population","2011","General health - All","Both sexes","Meath","85 years and over","Number","1600"
"Population","2011","General health - All","Both sexes","Monaghan","All ages","Number","60483"
"Population","2011","General health - All","Both sexes","Monaghan","0 - 4 years","Number","4929"
"Population","2011","General health - All","Both sexes","Monaghan","5 - 9 years","Number","4331"
"Population","2011","General health - All","Both sexes","Monaghan","10 - 14 years","Number","4230"
"Population","2011","General health - All","Both sexes","Monaghan","15 - 19 years","Number","3965"
"Population","2011","General health - All","Both sexes","Monaghan","20 - 24 years","Number","3553"
"Population","2011","General health - All","Both sexes","Monaghan","25 - 29 years","Number","4411"
"Population","2011","General health - All","Both sexes","Monaghan","30 - 34 years","Number","4737"
"Population","2011","General health - All","Both sexes","Monaghan","35 - 39 years","Number","4519"
"Population","2011","General health - All","Both sexes","Monaghan","40 - 44 years","Number","4215"
"Population","2011","General health - All","Both sexes","Monaghan","45 - 49 years","Number","4047"
"Population","2011","General health - All","Both sexes","Monaghan","50 - 54 years","Number","3717"
"Population","2011","General health - All","Both sexes","Monaghan","55 - 59 years","Number","3329"
"Population","2011","General health - All","Both sexes","Monaghan","60 - 64 years","Number","3040"
"Population","2011","General health - All","Both sexes","Monaghan","65 - 69 years","Number","2331"
"Population","2011","General health - All","Both sexes","Monaghan","70 - 74 years","Number","1747"
"Population","2011","General health - All","Both sexes","Monaghan","75 - 79 years","Number","1468"
"Population","2011","General health - All","Both sexes","Monaghan","80 - 84 years","Number","993"
"Population","2011","General health - All","Both sexes","Monaghan","85 years and over","Number","921"
"Population","2011","General health - All","Both sexes","Mayo","All ages","Number","130638"
"Population","2011","General health - All","Both sexes","Mayo","0 - 4 years","Number","9199"
"Population","2011","General health - All","Both sexes","Mayo","5 - 9 years","Number","9103"
"Population","2011","General health - All","Both sexes","Mayo","10 - 14 years","Number","9011"
"Population","2011","General health - All","Both sexes","Mayo","15 - 19 years","Number","8170"
"Population","2011","General health - All","Both sexes","Mayo","20 - 24 years","Number","6868"
"Population","2011","General health - All","Both sexes","Mayo","25 - 29 years","Number","8130"
"Population","2011","General health - All","Both sexes","Mayo","30 - 34 years","Number","8888"
"Population","2011","General health - All","Both sexes","Mayo","35 - 39 years","Number","9027"
"Population","2011","General health - All","Both sexes","Mayo","40 - 44 years","Number","9047"
"Population","2011","General health - All","Both sexes","Mayo","45 - 49 years","Number","8926"
"Population","2011","General health - All","Both sexes","Mayo","50 - 54 years","Number","8809"
"Population","2011","General health - All","Both sexes","Mayo","55 - 59 years","Number","8181"
"Population","2011","General health - All","Both sexes","Mayo","60 - 64 years","Number","7740"
"Population","2011","General health - All","Both sexes","Mayo","65 - 69 years","Number","6037"
"Population","2011","General health - All","Both sexes","Mayo","70 - 74 years","Number","4624"
"Population","2011","General health - All","Both sexes","Mayo","75 - 79 years","Number","3744"
"Population","2011","General health - All","Both sexes","Mayo","80 - 84 years","Number","2650"
"Population","2011","General health - All","Both sexes","Mayo","85 years and over","Number","2484"
"Population","2011","General health - All","Both sexes","Offaly","All ages","Number","76687"
"Population","2011","General health - All","Both sexes","Offaly","0 - 4 years","Number","6239"
"Population","2011","General health - All","Both sexes","Offaly","5 - 9 years","Number","5930"
"Population","2011","General health - All","Both sexes","Offaly","10 - 14 years","Number","5786"
"Population","2011","General health - All","Both sexes","Offaly","15 - 19 years","Number","4954"
"Population","2011","General health - All","Both sexes","Offaly","20 - 24 years","Number","4469"
"Population","2011","General health - All","Both sexes","Offaly","25 - 29 years","Number","5374"
"Population","2011","General health - All","Both sexes","Offaly","30 - 34 years","Number","5892"
"Population","2011","General health - All","Both sexes","Offaly","35 - 39 years","Number","5899"
"Population","2011","General health - All","Both sexes","Offaly","40 - 44 years","Number","5551"
"Population","2011","General health - All","Both sexes","Offaly","45 - 49 years","Number","5242"
"Population","2011","General health - All","Both sexes","Offaly","50 - 54 years","Number","4694"
"Population","2011","General health - All","Both sexes","Offaly","55 - 59 years","Number","4081"
"Population","2011","General health - All","Both sexes","Offaly","60 - 64 years","Number","3667"
"Population","2011","General health - All","Both sexes","Offaly","65 - 69 years","Number","2870"
"Population","2011","General health - All","Both sexes","Offaly","70 - 74 years","Number","2165"
"Population","2011","General health - All","Both sexes","Offaly","75 - 79 years","Number","1727"
"Population","2011","General health - All","Both sexes","Offaly","80 - 84 years","Number","1183"
"Population","2011","General health - All","Both sexes","Offaly","85 years and over","Number","964"
"Population","2011","General health - All","Both sexes","Roscommon","All ages","Number","64065"
"Population","2011","General health - All","Both sexes","Roscommon","0 - 4 years","Number","4642"
"Population","2011","General health - All","Both sexes","Roscommon","5 - 9 years","Number","4533"
"Population","2011","General health - All","Both sexes","Roscommon","10 - 14 years","Number","4405"
"Population","2011","General health - All","Both sexes","Roscommon","15 - 19 years","Number","3781"
"Population","2011","General health - All","Both sexes","Roscommon","20 - 24 years","Number","3322"
"Population","2011","General health - All","Both sexes","Roscommon","25 - 29 years","Number","4062"
"Population","2011","General health - All","Both sexes","Roscommon","30 - 34 years","Number","4556"
"Population","2011","General health - All","Both sexes","Roscommon","35 - 39 years","Number","4576"
"Population","2011","General health - All","Both sexes","Roscommon","40 - 44 years","Number","4585"
"Population","2011","General health - All","Both sexes","Roscommon","45 - 49 years","Number","4377"
"Population","2011","General health - All","Both sexes","Roscommon","50 - 54 years","Number","4238"
